id,sku,name,category_id,uom_id,list_price,cost_price
"224","SKU224","Elegant Ceramic Towels","6","1","998.60","768.15"
"225","SKU225","Unbranded Metal Sausages","9","1","366.60","282.00"
"226","SKU226","Practical Steel Chips","2","1","732.67","563.59"
"227","SKU227","Incredible Cotton Pizza","6","1","149.23","114.79"
"228","SKU228","Incredible Marble Towels","12","1","997.74","767.49"
"229","SKU229","Refined Metal Chicken","5","1","1036.61","797.39"
"230","SKU230","Tasty Ceramic Towels","9","1","583.56","448.89"
"231","SKU231","Generic Plastic Hat","18","1","1253.84","964.49"
"232","SKU232","Fresh Wooden Hat","11","1","1170.51","900.39"
"233","SKU233","Electronic Bronze Sausages","13","1","519.21","399.39"
"234","SKU234","Handmade Marble Salad","17","1","285.21","219.39"
"235","SKU235","Soft Gold Chips","18","1","177.84","136.80"
"236","SKU236","Sleek Gold Towels","18","1","266.10","204.69"
"237","SKU237","Elegant Ceramic Gloves","7","1","1184.94","911.49"
"238","SKU238","Incredible Cotton Table","8","1","732.03","563.10"
"239","SKU239","Tasty Ceramic Bacon","11","1","130.90","100.69"
"240","SKU240","Handcrafted Gold Tuna","15","1","550.41","423.39"
"241","SKU241","Licensed Concrete Car","10","1","799.36","614.89"
"242","SKU242","Electronic Rubber Chips","20","1","1040.51","800.39"
"243","SKU243","Elegant Silk Computer","5","1","371.79","285.99"
"244","SKU244","Sleek Marble Pizza","9","1","610.86","469.89"
"245","SKU245","Elegant Aluminum Cheese","18","1","307.71","236.70"
"246","SKU246","Handcrafted Silk Chips","19","1","1226.42","943.40"
"247","SKU247","Handcrafted Silk Shirt","10","1","975.51","750.39"
"248","SKU248","Licensed Metal Bike","18","1","1054.63","811.25"
"249","SKU249","Soft Granite Bike","15","1","122.79","94.45"
"250","SKU250","Handmade Concrete Ball","20","1","1078.55","829.65"
"251","SKU251","Electronic Silk Chips","2","1","1180.52","908.09"
"252","SKU252","Electronic Marble Soap","3","1","530.08","407.75"
"253","SKU253","Handcrafted Ceramic Pants","19","1","1119.76","861.35"
"254","SKU254","Handcrafted Rubber Keyboard","1","1","304.84","234.49"
"255","SKU255","Generic Ceramic Tuna","8","1","1061.84","816.80"
"256","SKU256","Handmade Gold Chicken","7","1","467.22","359.40"
"257","SKU257","Intelligent Aluminum Cheese","11","1","492.12","378.55"
"258","SKU258","Luxurious Granite Pizza","16","1","290.49","223.45"
"259","SKU259","Awesome Ceramic Salad","16","1","790.13","607.79"
"260","SKU260","Refined Metal Ball","7","1","242.44","186.49"
"261","SKU261","Unbranded Marble Bacon","1","1","1120.48","861.91"
"262","SKU262","Frozen Aluminum Gloves","12","1","700.69","538.99"
"263","SKU263","Refined Metal Pizza","18","1","764.79","588.30"
"264","SKU264","Frozen Gold Gloves","18","1","761.66","585.89"
"265","SKU265","Handmade Gold Bacon","14","1","316.02","243.09"
"266","SKU266","Soft Wooden Chair","16","1","446.09","343.15"
"267","SKU267","Frozen Rubber Fish","16","1","1010.87","777.59"
"268","SKU268","Modern Steel Shoes","10","1","494.51","380.39"
"269","SKU269","Ergonomic Silk Soap","17","1","258.77","199.05"
"270","SKU270","Rustic Silk Chair","10","1","756.98","582.29"
"271","SKU271","Gorgeous Bamboo Fish","9","1","781.81","601.39"
"272","SKU272","Refined Gold Shirt","7","1","943.87","726.05"
"273","SKU273","Gorgeous Granite Soap","7","1","916.62","705.09"
"274","SKU274","Fresh Silk Towels","8","1","603.39","464.15"
"275","SKU275","Licensed Cotton Towels","14","1","340.81","262.16"
"276","SKU276","Bespoke Steel Ball","12","1","1214.06","933.89"
"277","SKU277","Elegant Ceramic Salad","6","1","135.19","103.99"
"278","SKU278","Soft Wooden Fish","16","1","698.48","537.29"
"279","SKU279","Sleek Concrete Car","19","1","307.91","236.85"
"280","SKU280","Tasty Silk Tuna","1","1","873.98","672.29"
"281","SKU281","Tasty Cotton Fish","8","1","939.89","722.99"
"282","SKU282","Electronic Granite Bike","17","1","828.04","636.95"
"283","SKU283","Luxurious Gold Pizza","16","1","1150.23","884.79"
"284","SKU284","Handcrafted Gold Tuna","19","1","1013.47","779.59"
"285","SKU285","Bespoke Aluminum Keyboard","6","1","873.33","671.79"
"286","SKU286","Elegant Aluminum Salad","1","1","826.53","635.79"
"287","SKU287","Fantastic Metal Sausages","20","1","476.19","366.30"
"288","SKU288","Refined Wooden Chair","2","1","782.41","601.85"
"289","SKU289","Soft Wooden Chair","7","1","683.80","526.00"
"290","SKU290","Gorgeous Concrete Shoes","10","1","64.94","49.95"
"291","SKU291","Fantastic Marble Car","15","1","587.25","451.73"
"292","SKU292","Frozen Concrete Cheese","4","1","696.87","536.05"
"293","SKU293","Unbranded Silk Computer","9","1","932.81","717.55"
"294","SKU294","Refined Silk Pizza","12","1","129.08","99.29"
"295","SKU295","Handmade Gold Tuna","11","1","220.68","169.75"
"296","SKU296","Incredible Gold Hat","19","1","460.06","353.89"
"297","SKU297","Fresh Rubber Soap","16","1","757.71","582.85"
"298","SKU298","Sleek Gold Towels","14","1","432.50","332.69"
"299","SKU299","Tasty Rubber Chair","17","1","817.25","628.65"
"300","SKU300","Rustic Concrete Shirt","10","1","974.99","749.99"
"301","SKU301","Rustic Granite Shoes","16","1","682.18","524.75"
"302","SKU302","Tasty Ceramic Tuna","10","1","367.86","282.97"
"303","SKU303","Small Cotton Soap","17","1","770.94","593.03"
"304","SKU304","Handmade Metal Table","10","1","590.78","454.45"
"305","SKU305","Elegant Bronze Salad","2","1","1000.34","769.49"
"306","SKU306","Sleek Cotton Soap","9","1","1226.62","943.55"
"307","SKU307","Intelligent Granite Tuna","7","1","994.75","765.19"
"308","SKU308","Generic Silk Hat","10","1","971.43","747.25"
"309","SKU309","Frozen Ceramic Table","3","1","711.22","547.09"
"310","SKU310","Frozen Plastic Car","12","1","68.31","52.55"
"311","SKU311","Frozen Rubber Salad","10","1","1213.88","933.75"
"312","SKU312","Sleek Plastic Car","15","1","427.25","328.65"
"313","SKU313","Incredible Granite Shoes","14","1","281.44","216.49"
"314","SKU314","Gorgeous Granite Cheese","8","1","376.54","289.65"
"315","SKU315","Modern Marble Keyboard","10","1","746.32","574.09"
"316","SKU316","Elegant Wooden Ball","18","1","625.85","481.42"
"317","SKU317","Electronic Plastic Chicken","20","1","434.13","333.95"
"318","SKU318","Fantastic Rubber Sausages","7","1","1206.00","927.69"
"319","SKU319","Unbranded Cotton Pants","8","1","215.54","165.80"
"320","SKU320","Intelligent Concrete Tuna","18","1","387.52","298.09"
"321","SKU321","Unbranded Marble Gloves","16","1","871.06","670.05"
"322","SKU322","Tasty Steel Towels","1","1","884.90","680.69"
"323","SKU323","Sleek Cotton Cheese","1","1","489.31","376.39"
"324","SKU324","Licensed Concrete Pizza","16","1","1230.45","946.50"
"325","SKU325","Incredible Silk Computer","6","1","912.01","701.55"
"326","SKU326","Sleek Ceramic Table","7","1","561.46","431.89"
"327","SKU327","Modern Metal Computer","8","1","1096.62","843.55"
"328","SKU328","Fantastic Ceramic Bacon","12","1","519.14","399.34"
"329","SKU329","Electronic Wooden Pants","11","1","499.06","383.89"
"330","SKU330","Refined Marble Car","6","1","1235.12","950.09"
"331","SKU331","Unbranded Bronze Tuna","12","1","34.44","26.49"
"332","SKU332","Modern Plastic Chicken","19","1","743.08","571.60"
"333","SKU333","Generic Aluminum Ball","8","1","720.45","554.19"
"334","SKU334","Awesome Aluminum Shirt","17","1","829.65","638.19"
"335","SKU335","Tasty Plastic Car","3","1","118.75","91.35"
"336","SKU336","Generic Plastic Pants","4","1","175.49","134.99"
"337","SKU337","Recycled Steel Hat","10","1","1280.36","984.89"
"338","SKU338","Luxurious Steel Computer","9","1","59.74","45.95"
"339","SKU339","Unbranded Steel Gloves","18","1","343.32","264.09"
"340","SKU340","Tasty Wooden Shirt","15","1","1125.27","865.59"
"341","SKU341","Handcrafted Bronze Table","17","1","615.03","473.10"
"342","SKU342","Handmade Ceramic Table","7","1","1041.29","800.99"
"343","SKU343","Fresh Bamboo Chips","19","1","1272.05","978.50"
"344","SKU344","Licensed Granite Salad","6","1","826.87","636.05"
"345","SKU345","Incredible Rubber Towels","9","1","485.33","373.33"
"346","SKU346","Awesome Granite Pizza","11","1","707.84","544.49"
"347","SKU347","Licensed Rubber Sausages","1","1","406.71","312.85"
"348","SKU348","Electronic Metal Sausages","10","1","224.51","172.70"
"349","SKU349","Electronic Metal Shirt","7","1","890.70","685.15"
"350","SKU350","Incredible Steel Cheese","6","1","523.76","402.89"
"351","SKU351","Frozen Bamboo Chicken","12","1","661.06","508.51"
"352","SKU352","Recycled Concrete Bike","8","1","508.99","391.53"
"353","SKU353","Licensed Aluminum Sausages","9","1","19.18","14.75"
"354","SKU354","Bespoke Aluminum Mouse","8","1","806.90","620.69"
"355","SKU355","Sleek Steel Chips","7","1","747.04","574.65"
"356","SKU356","Luxurious Gold Towels","6","1","677.08","520.83"
"357","SKU357","Ergonomic Ceramic Bacon","3","1","530.52","408.09"
"358","SKU358","Unbranded Aluminum Ball","19","1","472.09","363.15"
"359","SKU359","Refined Steel Chair","6","1","241.79","185.99"
"360","SKU360","Handmade Steel Chicken","4","1","1292.97","994.59"
"361","SKU361","Modern Bamboo Computer","4","1","1297.52","998.09"
"362","SKU362","Modern Bamboo Soap","7","1","954.79","734.45"
"363","SKU363","Licensed Wooden Gloves","20","1","561.20","431.69"
"364","SKU364","Elegant Aluminum Sausages","12","1","747.64","575.11"
"365","SKU365","Refined Bronze Car","12","1","1297.73","998.25"
"366","SKU366","Recycled Bronze Bacon","17","1","919.88","707.60"
"367","SKU367","Intelligent Gold Chair","12","1","570.89","439.15"
"368","SKU368","Handcrafted Gold Computer","18","1","1019.93","784.56"
"369","SKU369","Handmade Steel Chicken","18","1","112.48","86.52"
"370","SKU370","Soft Cotton Gloves","4","1","734.49","564.99"
"371","SKU371","Luxurious Plastic Hat","19","1","499.92","384.55"
"372","SKU372","Small Gold Mouse","20","1","460.01","353.85"
"373","SKU373","Small Granite Mouse","6","1","114.65","88.19"
"374","SKU374","Modern Plastic Gloves","16","1","161.66","124.35"
"375","SKU375","Handcrafted Silk Hat","14","1","1164.27","895.59"
"376","SKU376","Soft Ceramic Tuna","15","1","329.93","253.79"
"377","SKU377","Sleek Aluminum Fish","11","1","71.83","55.25"
"378","SKU378","Rustic Marble Cheese","5","1","297.25","228.65"
"379","SKU379","Licensed Aluminum Ball","18","1","216.78","166.75"
"380","SKU380","Fresh Cotton Shoes","8","1","24.89","19.15"
"381","SKU381","Modern Wooden Gloves","3","1","425.78","327.52"
"382","SKU382","Fantastic Wooden Hat","6","1","238.93","183.79"
"383","SKU383","Generic Bamboo Chair","15","1","1200.80","923.69"
"384","SKU384","Refined Wooden Gloves","12","1","1120.85","862.19"
"385","SKU385","Refined Plastic Soap","12","1","542.61","417.39"
"386","SKU386","Refined Bronze Bike","14","1","1144.13","880.10"
"387","SKU387","Recycled Bronze Ball","12","1","115.82","89.09"
"388","SKU388","Recycled Ceramic Table","15","1","131.55","101.19"
"389","SKU389","Awesome Marble Towels","9","1","87.10","67.00"
"390","SKU390","Modern Metal Soap","12","1","877.81","675.24"
"391","SKU391","Bespoke Wooden Mouse","8","1","992.02","763.09"
"392","SKU392","Handcrafted Cotton Fish","4","1","830.95","639.19"
"393","SKU393","Practical Bamboo Chips","8","1","214.23","164.79"
"394","SKU394","Oriental Bronze Cheese","8","1","1139.70","876.69"
"395","SKU395","Gorgeous Ceramic Chicken","11","1","366.07","281.59"
"396","SKU396","Modern Silk Car","19","1","1061.05","816.19"
"397","SKU397","Awesome Gold Shoes","13","1","387.21","297.85"
"398","SKU398","Recycled Plastic Fish","6","1","936.77","720.59"
"399","SKU399","Refined Steel Towels","9","1","1077.43","828.79"
"400","SKU400","Oriental Wooden Gloves","7","1","896.60","689.69"
"401","SKU401","Recycled Rubber Sausages","8","1","1127.16","867.05"
"402","SKU402","Incredible Aluminum Chair","15","1","1099.27","845.59"
"403","SKU403","Oriental Plastic Table","14","1","598.25","460.19"
"404","SKU404","Incredible Plastic Bacon","12","1","1220.97","939.21"
"405","SKU405","Practical Wooden Pants","18","1","1026.34","789.49"
"406","SKU406","Modern Silk Car","6","1","1108.06","852.35"
"407","SKU407","Electronic Marble Bike","12","1","350.16","269.35"
"408","SKU408","Tasty Wooden Bacon","4","1","305.63","235.10"
"409","SKU409","Fresh Gold Soap","3","1","99.93","76.87"
"410","SKU410","Practical Aluminum Hat","3","1","445.76","342.89"
"411","SKU411","Recycled Bamboo Sausages","3","1","362.17","278.59"
"412","SKU412","Small Steel Fish","5","1","863.58","664.29"
"413","SKU413","Practical Aluminum Table","7","1","368.28","283.29"
"414","SKU414","Unbranded Aluminum Towels","11","1","332.79","255.99"
"415","SKU415","Gorgeous Aluminum Ball","8","1","1193.86","918.35"
